subvolume_size,patch_size,n_layers,d_model,d_ff,n_heads,d_encoder,lr,modelsize,completed,msg,dice_val_avg,logdir
128,32,8,16,8,16,16,0.0005,2.0951271057128906,True,Completed,0.5896563867205064,logs/3DVit_e100_gmwm_sv128_9986c5f1-493f-4324-a9d2-2dbba669aa43
128,16,4,16,64,4,16,0.0005,0.3851661682128906,True,Completed,0.5729435086250303,logs/3DVit_e100_gmwm_sv128_362a9881-6253-4a93-972b-a4873b1674a1
128,16,16,32,16,16,32,0.0005,1.2380714416503906,True,Completed,0.5733624932013062,logs/3DVit_e100_gmwm_sv128_3974f005-2079-4a04-bdee-1b9e151de93e
128,16,8,64,128,4,64,0.0005,3.2182960510253906,True,Completed,0.6138867673121001,logs/3DVit_e100_gmwm_sv128_b6e0ca62-0920-418a-bc3f-cfe8f28e82ef
128,32,4,64,128,16,64,0.0005,9.08743667602539,True,Completed,0.5683263465762137,logs/3DVit_e100_gmwm_sv128_a8a25f96-41c2-4dd8-aafb-0ac8a220c26e
128,16,8,256,8,64,256,0.0005,21.65481948852539,True,Completed,0.627543730955375,logs/3DVit_e100_gmwm_sv128_b24017e5-80cb-4bd7-a95e-1c4d39449f6e
128,32,8,16,32,16,16,0.0005,2.1434669494628906,True,Completed,0.5329431464013303,logs/3DVit_e100_gmwm_sv128_49a9e4c6-9354-48b9-9416-d93b09a1be7d
128,32,8,8,16,4,8,0.0005,1.0397682189941406,True,Completed,0.5543369878279538,logs/3DVit_e100_gmwm_sv128_41ee52cd-3fd0-483d-afad-f195b1d3eb94
128,32,8,16,8,16,16,0.0005,2.0951271057128906,True,Completed,0.5896688511497095,logs/3DVit_e100_gmwm_sv128_9986c5f1-493f-4324-a9d2-2dbba669aa43
128,16,16,64,64,8,64,0.0005,4.253452301025391,True,Completed,0.6741253647365069,logs/3DVit_e100_gmwm_sv128_df063703-7fe0-4e91-9e8e-2572a4aaad9d
128,16,4,16,64,4,16,0.0005,0.3851661682128906,True,Completed,0.6075579037791806,logs/3DVit_e100_gmwm_sv128_362a9881-6253-4a93-972b-a4873b1674a1
128,16,16,32,16,16,32,0.0005,1.2380714416503906,True,Completed,0.5645728072053507,logs/3DVit_e100_gmwm_sv128_3974f005-2079-4a04-bdee-1b9e151de93e
128,16,8,64,128,4,64,0.0005,3.2182960510253906,True,Completed,0.625418234028314,logs/3DVit_e100_gmwm_sv128_b6e0ca62-0920-418a-bc3f-cfe8f28e82ef
128,32,4,64,128,16,64,0.0005,9.08743667602539,True,Completed,0.5728217277087664,logs/3DVit_e100_gmwm_sv128_a8a25f96-41c2-4dd8-aafb-0ac8a220c26e
128,16,8,256,8,64,256,0.0005,21.65481948852539,True,Completed,0.6401863953000623,logs/3DVit_e100_gmwm_sv128_b24017e5-80cb-4bd7-a95e-1c4d39449f6e
128,32,64,64,256,64,64,0.0005,32.47220230102539,True,Completed,0.33253841023696085,logs/3DVit_e100_gmwm_sv128_18d5e714-628e-453a-af42-fc1d4db49f7e
128,32,8,16,32,16,16,0.0005,2.1434669494628906,True,Completed,0.5497787575188436,logs/3DVit_e100_gmwm_sv128_49a9e4c6-9354-48b9-9416-d93b09a1be7d
128,32,8,8,16,4,8,0.0005,1.0397682189941406,True,Completed,0.5607698591131914,logs/3DVit_e100_gmwm_sv128_41ee52cd-3fd0-483d-afad-f195b1d3eb94
128,32,8,16,8,16,16,0.0005,2.0951271057128906,True,Completed,0.5925751493165367,logs/3DVit_e100_gmwm_sv128_9986c5f1-493f-4324-a9d2-2dbba669aa43
128,16,4,16,64,4,16,0.0005,0.3851661682128906,True,Completed,0.6130839641156948,logs/3DVit_e100_gmwm_sv128_362a9881-6253-4a93-972b-a4873b1674a1
128,16,16,64,64,8,64,0.0005,4.253452301025391,True,Completed,0.6753084204698863,logs/3DVit_e100_gmwm_sv128_df063703-7fe0-4e91-9e8e-2572a4aaad9d
128,32,4,64,128,16,64,0.0005,9.08743667602539,True,Completed,0.5773368022943796,logs/3DVit_e100_gmwm_sv128_a8a25f96-41c2-4dd8-aafb-0ac8a220c26e
128,16,8,64,128,4,64,0.0005,3.2182960510253906,True,Completed,0.6270558041961568,logs/3DVit_e100_gmwm_sv128_b6e0ca62-0920-418a-bc3f-cfe8f28e82ef
128,16,8,256,8,64,256,0.0005,21.65481948852539,True,Completed,0.6402986394731623,logs/3DVit_e100_gmwm_sv128_b24017e5-80cb-4bd7-a95e-1c4d39449f6e
128,16,16,32,16,16,32,0.0005,1.2380714416503906,True,Completed,0.6023792248023181,logs/3DVit_e100_gmwm_sv128_3974f005-2079-4a04-bdee-1b9e151de93e
128,32,8,16,32,16,16,0.0005,2.1434669494628906,True,Completed,0.5532808727339695,logs/3DVit_e100_gmwm_sv128_49a9e4c6-9354-48b9-9416-d93b09a1be7d
128,32,8,8,16,4,8,0.0005,1.0397682189941406,True,Completed,0.5689479049883389,logs/3DVit_e100_gmwm_sv128_41ee52cd-3fd0-483d-afad-f195b1d3eb94
128,16,4,16,64,4,16,0.0005,0.3851661682128906,True,Completed,0.6238387344699157,logs/3DVit_e100_gmwm_sv128_362a9881-6253-4a93-972b-a4873b1674a1
128,32,8,16,8,16,16,0.0005,2.0951271057128906,True,Completed,0.5972087845990532,logs/3DVit_e100_gmwm_sv128_9986c5f1-493f-4324-a9d2-2dbba669aa43
128,32,4,64,128,16,64,0.0005,9.08743667602539,True,Completed,0.5779497176408765,logs/3DVit_e100_gmwm_sv128_a8a25f96-41c2-4dd8-aafb-0ac8a220c26e
128,16,16,64,64,8,64,0.0005,4.253452301025391,True,Completed,0.6753781351603957,logs/3DVit_e100_gmwm_sv128_df063703-7fe0-4e91-9e8e-2572a4aaad9d
128,16,8,64,128,4,64,0.0005,3.2182960510253906,True,Completed,0.6239996709321675,logs/3DVit_e100_gmwm_sv128_b6e0ca62-0920-418a-bc3f-cfe8f28e82ef
128,16,8,256,8,64,256,0.0005,21.65481948852539,True,Completed,0.6377539619019157,logs/3DVit_e100_gmwm_sv128_b24017e5-80cb-4bd7-a95e-1c4d39449f6e
128,16,16,32,16,16,32,0.0005,1.2380714416503906,True,Completed,0.6087428672533287,logs/3DVit_e100_gmwm_sv128_3974f005-2079-4a04-bdee-1b9e151de93e
128,32,64,64,256,64,64,0.0005,32.47220230102539,True,Completed,0.3324717271484825,logs/3DVit_e100_gmwm_sv128_18d5e714-628e-453a-af42-fc1d4db49f7e
128,16,4,16,64,4,16,0.0005,0.3851661682128906,True,Completed,0.6239401470673709,logs/3DVit_e100_gmwm_sv128_362a9881-6253-4a93-972b-a4873b1674a1
